Brand,Model,Type,Gender,Size,Color,Material,Price,Initial Price,Discount (%),Price Category,Color Diversity Score,Is Just In,Is Best Seller,Is Coming Soon,Is Member Product,Is Sustainable Materials,Is Launching in SNKRS,Is Sold Out,Is Available in SNKRS,Is Customize,Marketing Appeal Score,Sale Quantity
Asics,Gel-Kayano 28,Running,Women,US 7,White,Mesh,159.0863738813811,196.49174627636046,19.036612531485012,3,4,0,0,1,0,1,0,1,0,1,2,167
Asics,GT-2000 10,Running,Men,US 9.5,Grey,Mesh,175.31850221864204,189.73577675508614,7.598606221247422,3,1,0,0,1,0,0,1,0,1,0,2,972
Adidas,NMD_R1,Running,Women,US 7,Grey,Primeknit,56.19115818386871,77.75865603570671,27.736459130587626,1,3,1,0,1,1,0,0,0,0,0,6,473
Skechers,Max Cushioning Elite,Running,Women,US 7,Black,Mesh,174.9567725578805,197.34904757077925,11.34653310392479,3,1,0,0,0,1,1,0,1,0,1,5,840
Reebok,Nano X1,Training,Men,US 11,Black,Flexweave,65.12100812335015,85.119285979255,23.494414486487543,1,3,0,1,0,0,0,0,1,0,1,9,696
Nike,Air Max 90,Casual,Women,US 7.5,Green,Leather,149.7791329071884,180.37935929557733,16.964372480249303,2,4,1,1,0,0,1,0,0,0,0,4,258
Asics,Gel-Kayano 28 Lite-Show,Running,Men,US 11,Black,Mesh,78.14230560975169,109.56445820493859,28.67914751735664,1,3,0,0,1,0,1,1,1,0,0,5,176
Fila,Original Fitness,Casual,Women,US 8.5,White/Navy,Leather,153.80645602590974,178.08189503275415,13.63161538817828,3,3,1,0,1,0,1,0,1,0,1,1,342
Vans,Sk8-Hi,Skate,Women,US 7.5,Black/White,Suede/Canvas,64.23165703468656,88.383223384144,27.32596235428798,1,3,1,0,0,0,0,0,0,1,0,2,568
Nike,Air Force 1,Casual,Men,US 12,White,Leather,158.8964665600526,202.03869047629587,21.35344661685229,3,1,1,1,0,0,1,0,0,0,1,3,271
Adidas,NMD_R1,Lifestyle,Women,US 8,Black,Primeknit,108.00910639248738,149.5808203252748,27.79214196204205,2,2,1,0,1,0,0,1,0,0,0,5,126
Adidas,NMD_R1,Lifestyle,Women,US 8,White/Black,Primeknit,65.37241505523271,87.68424832246254,25.445657223606588,1,1,1,1,1,0,0,0,0,1,1,5,387
Vans,Slip-On,Skate,Men,US 9,Black/White,Canvas,207.2411304522116,253.79266820714196,18.34234932150824,4,2,0,1,1,0,0,1,0,1,1,4,912
Converse,Chuck 70,Casual,Women,US 7,Ivory,Canvas,127.6331412253991,175.74574190549936,27.376253989681864,2,1,0,1,0,0,1,1,0,1,1,10,839
Asics,Gel-Cumulus 22,Running,Women,US 8,Pink,Mesh,125.46361079263858,148.5333124738402,15.531668483637079,2,4,0,1,1,0,0,0,1,0,0,3,895
New Balance,FuelCell Propel V3,Running,Women,US 8.5,Black,Mesh,234.19890421931518,258.37590217103735,9.357295997255077,4,4,1,0,1,0,1,1,1,1,1,9,899
New Balance,Fresh Foam X Beacon v3,Running,Women,US 7,White/Grey,Mesh,194.42864709118118,224.65401322805954,13.454184816273374,3,3,0,0,1,1,0,0,1,0,1,1,788
Asics,Gel-Contend 7,Running,Men,US 10,Blue,Mesh,203.51352570358364,251.15835820493058,18.970036610317198,4,4,0,1,0,0,0,1,0,1,0,6,962
Vans,SK8-Hi,Skate,Men,US 9.5,Red,Suede/Canvas,59.99580573193575,105.0485830576282,42.88756308209995,1,3,0,0,1,1,0,1,0,0,0,7,324
Puma,Future Rider,Lifestyle,Women,US 7.5,Pink,Mesh,119.46866525176854,133.57138375511212,10.558188518282707,2,2,0,0,0,1,1,0,0,0,0,10,912
Puma,Calibrate Runner,Running,Men,US 8.5,Black/Blue,Mesh,109.98382230139694,135.6930520322536,18.946607321313476,2,4,1,0,1,1,1,1,0,1,1,4,856
Asics,GT-2000 10,Running,Men,US 9.5,Grey,Mesh,175.31850221864204,207.4533498086329,15.490156037313415,3,2,0,1,1,0,1,0,0,0,1,10,166
Converse,Jack Purcell,Casual,Men,US 8,White,Canvas,139.10832774837817,169.23362665043976,17.801012421891098,2,1,1,0,0,1,1,1,1,0,1,3,341
Reebok,Legacy Lifter,Weightlifting,Men,US 10.5,Black,Leather,140.80032423922296,158.55484695669867,11.197716789020312,2,2,1,0,1,0,0,0,0,0,0,8,320
Puma,Clyde All-Pro,Basketball,Men,US 9,Black,Leather,91.41516184217105,135.76783268889722,32.668025973690916,1,1,0,0,0,1,0,0,1,0,0,9,496
Nike,Zoom Pegasus 38,Running,Women,US 8.5,Blue,Mesh,201.46204142688777,238.53967274676125,15.543591090290413,4,2,1,0,1,0,1,0,0,1,1,1,206
Asics,Gel-Quantum 360 6,Running,Women,US 8.5,Black,Mesh,185.42412794700186,228.940462941074,19.007708132953596,3,2,1,0,0,0,1,0,1,1,0,10,621
Converse,Jack Purcell,Casual,Men,US 8.5,White/Navy,Canvas,224.5507679132256,268.90133908720446,16.49325039604805,4,4,1,0,1,1,1,1,1,1,0,9,233
Puma,RS-Fast,Lifestyle,Men,US 9.5,Yellow,Leather/Synthetic,196.16419299614597,236.09842714277556,16.91423133559471,3,2,1,0,0,1,1,0,1,0,1,7,473
Adidas,Ultraboost DNA,Running,Men,US 9.5,White,Primeknit,120.61007832006048,148.17850237004916,18.60487426249018,2,4,1,0,0,0,0,0,1,1,1,1,705
Fila,D-Formation,Fashion,Men,US 9.5,White/Red,Leather/Synthetic,109.05809880958866,143.47996901020565,23.990714828052816,2,4,1,0,1,1,1,0,1,1,0,7,722
Puma,Calibrate Runner,Running,Women,US 9,Grey,Mesh,133.31316569645844,149.72778194124817,10.962972957971603,2,3,1,0,0,0,1,0,1,0,1,5,650
Vans,Era,Skate,Men,US 9.5,Black/White,Canvas,231.8909221874484,268.8367388864447,13.742845137919202,4,3,0,1,1,0,0,1,1,1,0,10,65
Vans,Sk8-Hi,Skate,Women,US 7.5,Red,Suede,75.11004295253068,92.2801731821019,18.606521463379135,1,1,0,0,0,0,1,0,0,1,0,7,975
Nike,Air Zoom Pegasus 38,Running,Men,US 10,Blue,Mesh,64.35516124530261,102.11314486570888,36.976614196010296,1,2,1,1,1,1,0,1,0,1,1,9,810
Asics,Gel-Kayano 27,Running,Women,US 8.5,Blue,Mesh,145.26714666021977,164.45107309037851,11.66543098178247,2,1,1,0,1,0,1,0,1,0,1,8,147
Asics,Gel-Excite 8,Running,Men,US 9,Grey/Black,Mesh,233.49716862639804,248.19922063240682,5.9234883850756015,4,2,0,1,1,0,0,0,0,1,0,6,665
Fila,D-Formation,Fashion,Men,US 11,White,Leather,183.84005258761567,200.45143219333397,8.286984744362785,3,3,0,1,1,0,1,0,0,1,0,2,349
Fila,Venom,Fashion,Men,US 8.5,White/Red/Navy,Leather/Synthetic,178.0952084351688,188.17489384393159,5.356551664709685,3,3,0,0,0,0,1,0,1,1,1,8,796
Puma,Calibrate Runner,Running,Men,US 10.5,Black/Yellow,Mesh,231.22865095315328,269.9782356672945,14.352855006391682,4,2,0,1,1,1,1,0,0,0,0,4,471
Reebok,Floatride Energy 3,Running,Women,US 6.5,Black,Mesh,50.294764417262286,89.59080637959745,43.86169022280848,1,2,1,1,1,1,1,0,1,0,0,8,356
Fila,Mindblower,Fashion,Men,US 10,White/Black,Leather/Synthetic,206.264371149461,236.86170514599138,12.917805340323586,4,3,1,1,1,1,1,1,0,1,0,7,323
Nike,Air Max 2090,Running,Women,US 7.5,Green,Mesh,165.45580584662625,181.9103178888416,9.045397882417024,3,3,0,0,1,1,0,1,1,1,0,4,310
Adidas,NMD_R1,Running,Women,US 7,Grey,Primeknit,56.19115818386871,69.5333316842963,19.188169439378157,1,1,0,1,1,0,1,0,0,1,0,8,288
Fila,Mindblower,Fashion,Men,US 9,White,Leather,166.56136701669794,177.3265256741894,6.070811243023401,3,3,0,1,0,0,0,0,1,0,1,2,985
Converse,Jack Purcell,Casual,Women,US 7.5,White,Canvas,79.46060885579406,96.0905359344029,17.30651922886704,1,2,0,0,1,0,0,0,0,0,0,9,823
Skechers,Go Run Ride 8,Running,Women,US 7.5,Black/Pink,Mesh,77.32018073023453,122.95440212956039,37.114751980364105,1,1,1,1,0,0,0,1,0,1,0,6,381
Asics,GT-2000 10,Running,Women,US 8,Blue,Mesh,56.63787091248524,76.29934458055251,25.768863122159335,1,2,0,1,0,0,0,0,0,1,1,7,164
Puma,Clyde All-Pro,Basketball,Men,US 9,Black/Yellow,Leather/Synthetic,211.64704200184443,235.81789509053306,10.24979596201093,4,4,0,1,1,0,1,1,1,0,1,10,317
Vans,Slip-On,Skate,Women,US 7,Checkered,Canvas,191.56701944595375,205.78083882520707,6.907260880264332,3,1,0,0,1,1,1,1,1,0,1,1,61
Skechers,Go Run Mojo 2.0,Running,Men,US 9,Black,Mesh,198.09522639070383,216.98967858063065,8.70753499130415,3,2,1,1,0,0,1,1,0,1,0,3,122
Asics,Gel-Venture 8,Trail,Women,US 9.5,Grey,Mesh,63.92822963248115,94.69721246368935,32.49196257282256,1,3,1,0,0,0,1,1,0,0,0,10,923
Reebok,Classic Nylon,Casual,Women,US 7,Pink,Nylon,181.32621474157523,215.63632206540132,15.911098369327604,3,4,1,1,0,0,0,1,1,1,1,5,455
Converse,Pro Leather,Basketball,Women,US 8.5,White,Leather,204.6283747837343,224.44246735038274,8.828138810163837,4,2,0,1,1,1,0,0,0,1,1,7,866
Nike,Air Zoom Pegasus 38,Running,Men,US 10.5,Blue,Mesh,225.79578005645345,238.10506642545815,5.169686875545034,4,1,0,1,0,0,0,1,0,0,1,1,227
Puma,Clyde All-Pro,Basketball,Men,US 11,Red/White,Leather,176.91648351006074,202.5577982751567,12.658764551866089,3,2,0,1,0,0,1,1,1,1,1,9,821
Adidas,Yeezy Boost 350 V2,Casual,Men,US 11,Cream White,Primeknit,82.33428724739238,101.70242208444574,19.04392682110518,1,4,1,0,1,0,1,0,1,1,1,5,995
Converse,Chuck 70 High Top,Casual,Men,US 11.5,Black,Canvas,192.79052650131797,211.57268343051004,8.877401668614263,3,1,1,1,0,1,1,0,0,1,0,3,308
New Balance,574,Casual,Women,US 7.5,Burgundy,Suede/Leather,142.81903189070078,191.213543999239,25.309144476047585,2,4,0,0,1,0,1,1,1,1,1,7,449
Adidas,Yeezy Boost 350 V2,Fashion,Women,US 7.5,Cream White,Primeknit,210.69654865937693,245.3485680964059,14.123587394817399,4,2,0,1,0,0,0,0,0,1,0,10,319
Skechers,Max Cushioning Elite,Running,Women,US 7,Black,Mesh,174.9567725578805,207.23191028476433,15.57440535221312,3,3,1,0,1,1,1,0,0,1,0,8,881
Asics,Gel-Quantum 180,Running,Men,US 11.5,Black,Mesh,221.30744474958536,247.93844889051823,10.740973923206353,4,3,0,1,0,0,1,0,1,1,1,10,681
Nike,Air Force 1 Low,Casual,Men,US 9.5,White,Leather,220.06960022397908,247.22737356118486,10.98493785134382,4,2,0,1,1,1,0,1,0,0,1,10,730
Adidas,Yeezy Boost 350 V2,Casual,Men,US 11,Cream White,Primeknit,82.33428724739238,113.97048740091562,27.758238887086723,1,2,0,0,1,0,0,1,1,0,1,3,535
Asics,Gel-Quantum 180,Running,Women,US 9,Grey,Mesh/Synthetic,100.1933322680596,138.0505245495039,27.4227080302538,1,2,1,0,0,1,1,0,1,1,1,7,629
Puma,Suede Classic,Casual,Men,US 9.5,Black/White,Suede,190.77141832686624,228.8572621741394,16.641745813726168,3,1,0,0,1,0,1,0,0,0,1,7,108
Nike,ZoomX Vaporfly Next%,Running,Men,US 10,Black/White,Mesh,106.20089978174272,123.06865608996071,13.705972620589927,2,4,0,0,0,0,0,1,1,1,0,4,691
Puma,Calibrate Runner,Running,Women,US 6.5,Blue,Mesh,232.65738951524736,262.66189959831246,11.423244151112456,4,4,0,1,1,1,1,1,0,1,1,10,936
Converse,Chuck 70,Casual,Men,US 9,Red,Canvas,193.6662350744008,220.14455887576486,12.027698498015887,3,4,0,0,1,0,0,0,1,0,1,9,315
Reebok,Classic Nylon,Casual,Men,US 10,Grey,Nylon,149.25175057647232,194.0728292272477,23.094978740322567,2,2,1,0,1,0,0,1,0,1,0,1,124
Vans,SK8-Hi,Skate,Women,US 7,Black/White,Suede/Canvas,66.03600281638069,101.29275966511574,34.80678872339693,1,4,1,0,1,1,1,1,1,1,1,1,139
Puma,Suede Classic+,Casual,Women,US 7,Black,Suede,123.74143417295905,155.04159682959832,20.18823547788944,2,2,1,1,1,0,0,0,0,0,1,5,554
Nike,Air Force 1,Basketball,Men,US 11,White,Leather,145.36869366356342,159.9844793507201,9.135752259514978,2,1,0,1,1,1,1,0,0,0,1,3,406
Adidas,Yeezy Boost 350 V2,Fashion,Women,US 8.5,Cream,Primeknit,78.42742475869153,112.65294033162799,30.38137794910928,1,3,1,1,1,0,1,1,1,0,0,10,203
Fila,Mindblower,Fashion,Women,US 7.5,Pink,Leather,142.5351210130787,157.22327724028804,9.342227490119722,2,2,0,1,0,1,1,1,0,0,1,9,949
Fila,Mindblower,Fashion,Men,US 9,White,Leather,166.56136701669794,190.04963003932804,12.3590153886485,3,2,1,0,0,0,1,1,0,0,1,5,267
New Balance,327,Lifestyle,Men,US 10,Beige,Suede/Mesh,72.14411866526314,87.85779725783641,17.885354610539935,1,3,0,1,1,0,0,0,0,0,1,7,535
Reebok,Nano X1,Training,Men,US 9.5,Grey,Knit,228.46049962793046,266.1434455089052,14.158885562227328,4,3,1,0,1,1,1,0,0,1,1,1,589
Fila,Spaghetti,Fashion,Men,US 9.5,White/Navy,Leather/Synthetic,80.89194944466476,99.14203399811086,18.408019098936233,1,1,1,1,1,0,1,0,0,0,0,2,179
Nike,Blazer Mid '77,Casual,Men,US 10,White/Black,Leather,191.1171725287649,216.79154745628594,11.842885586993669,3,4,1,0,0,1,0,0,0,0,1,4,115
Skechers,Go Walk 5,Walking,Women,US 8.5,Black,Mesh,51.101159832084164,96.92815093683531,47.27934110144636,1,2,0,0,1,1,1,1,1,1,0,9,193
Reebok,Classic Nylon,Casual,Men,US 10,Grey,Nylon,149.25175057647232,167.42440591243113,10.854245076708677,2,4,0,0,0,1,1,0,1,1,1,5,429
Asics,Gel-Cumulus 23,Running,Men,US 9.5,Black,Mesh,59.63720247865925,89.94940503701041,33.69916960082055,1,2,0,0,1,0,1,0,1,0,1,5,362
Reebok,Nano X1 Adventure,Training,Men,US 11,Black,Knit,190.50810030696138,217.27896675360228,12.320965460499208,3,1,1,0,1,0,1,1,1,1,1,9,456
New Balance,FuelCell Rebel v2,Running,Men,US 8.5,Blue/Orange,Mesh,159.28606321556947,170.01102485739867,6.308391853307777,3,3,0,1,1,0,0,0,0,1,0,8,456
Skechers,D'Lites Fresh Start,Walking,Men,US 10.5,Black,Leather,143.99765363158733,185.70797817449983,22.460168352982414,2,1,0,0,1,1,0,1,0,1,1,2,326
Vans,Era,Skate,Men,US 8.5,Black,Canvas,70.84496056166954,83.60679681425353,15.264113372189753,1,3,0,0,1,1,1,0,1,1,1,7,664
Reebok,Club C Legacy,Casual,Men,US 11,Green,Leather,180.45832971838794,209.4285305574661,13.832977179357561,3,4,0,0,0,1,0,1,0,1,0,1,458
Converse,Jack Purcell,Casual,Women,US 7.5,Black/White,Canvas,206.6396826597252,239.0668144572832,13.564045629324314,4,4,0,0,1,0,0,1,1,1,1,10,363
Nike,Air Max 90,Running,Men,US 8,Black/White,Leather/Mesh,57.891906578179864,93.02896484276334,37.77001961052861,1,1,0,1,0,1,0,1,0,1,1,9,598
Vans,SK8-Hi,Skate,Women,US 6.5,Black/White,Suede/Canvas,201.24272279003537,238.7879879623504,15.723263759077685,3,3,1,1,0,0,0,0,0,0,1,3,298
Converse,Jack Purcell,Casual,Men,US 8,Navy,Canvas,144.45636083259635,164.58725617350495,12.231138551630618,2,1,1,0,1,0,1,1,1,1,1,2,994
Reebok,Nano 9,Crossfit,Women,US 7,Grey,Mesh,60.22707628842014,70.62622735475811,14.72420580261587,1,3,0,0,1,0,0,0,0,0,0,4,510
Adidas,Ultra Boost DNA,Running,Women,US 8.5,Grey,Primeknit,148.5729168894893,187.51066338368577,20.76561716094073,2,3,1,0,1,0,1,0,1,1,0,4,448
Reebok,Nano X1,Training,Men,US 9.5,Grey,Knit,228.46049962793046,259.8867636018336,12.092291095690651,4,4,1,0,0,0,1,0,1,1,0,3,717
Converse,Jack Purcell,Casual,Men,US 8.5,Navy,Canvas,146.1780293206018,189.62273744889177,22.911128018072954,2,4,0,1,0,0,0,0,1,0,1,2,500
Adidas,Adilette Comfort,Slides,Women,US 6,Black,Synthetic,154.2891378087179,197.14467232474567,21.738114457099904,3,3,0,1,0,0,1,0,0,1,1,5,520
Fila,Original Fitness,Casual,Women,US 8.5,White/Navy,Leather,153.80645602590974,197.53950273742507,22.138886706445998,3,3,1,0,1,0,0,0,0,1,1,4,693
Fila,Original Fitness,Casual,Men,US 10,White/Navy/Red,Leather,107.48191929311594,136.88570569229753,21.48053827130624,2,3,0,0,0,1,1,1,1,0,1,5,608
Fila,D-Formation,Fashion,Men,US 11,White/Navy,Leather/Synthetic,60.33374433159222,83.67888016506684,27.898480222755705,1,4,1,0,0,0,1,1,0,1,0,8,483
Nike,Blazer Mid '77,Casual,Men,US 10,White/Black,Leather,202.2015846990784,243.8639128027332,17.0842531085591,4,4,1,0,0,0,0,0,1,1,1,2,495
Asics,Gel-Cumulus 23,Running,Women,US 7.5,Pink,Mesh,166.43974931882278,194.491513839993,14.423130329608227,3,2,1,0,1,1,1,0,1,0,0,9,756
New Balance,327,Casual,Men,US 9,Navy/Red,Suede/Nylon,125.81880973438724,143.15649759052462,12.111003096575438,2,3,0,1,0,1,0,0,0,0,1,10,152
Reebok,Nano 9,Training,Men,US 11,Black/Gum,Flexweave/Cushioning,112.66958351702863,156.8685442994876,28.17579584220273,2,2,1,1,0,1,1,0,1,1,1,1,377
Asics,Gel-Cumulus 23,Running,Men,US 9,Black,Mesh,79.75919388102312,125.06158895191702,36.22406803763825,1,3,0,0,1,1,1,0,0,0,0,8,732
Nike,React Infinity Run Flyknit,Running,Men,US 12,Black,Flyknit,221.13921876750788,249.79160901311468,11.47051750809711,4,4,0,1,1,0,0,1,0,1,1,5,650
New Balance,327,Lifestyle,Men,US 9,Green,Suede/Mesh,53.3895329779162,66.4175220703077,19.615289288571233,1,2,0,1,1,1,0,1,0,1,0,2,295
Nike,Air Zoom Pegasus 38,Running,Men,US 11,Black,Mesh,246.82206380729957,272.33510740397685,9.36825363423736,4,2,0,1,0,1,0,0,1,0,0,8,107
Converse,Jack Purcell,Casual,Women,US 8.5,White,Canvas,200.85299466940455,242.99450104790867,17.342576147513526,3,1,0,0,0,1,1,0,1,0,1,5,154
Adidas,Superstar,Casual,Women,US 8.5,White/Black,Leather,219.3937708414121,265.46473198326123,17.354833087490547,4,3,1,1,0,1,0,1,0,0,0,10,741
Asics,Gel-Quantum 90,Running,Women,US 8,Black/Pink,Mesh,119.4554078061015,137.59431750600532,13.182891582068528,2,4,0,1,1,0,0,0,0,0,0,10,118
Fila,Venom,Fashion,Men,US 8.5,White/Red/Navy,Leather/Synthetic,178.0952084351688,190.77415291617964,6.64604941874993,3,1,0,0,0,1,0,0,1,1,1,3,351
Puma,Calibrate Runner,Running,Men,US 10,Grey,Mesh,64.18644322675469,109.28046135206824,41.264483666512355,1,1,0,1,1,1,0,0,0,0,0,7,202
Puma,Clyde All-Pro,Basketball,Men,US 9.5,Black,Leather,76.88702588162437,102.46322344077939,24.961343885435422,1,3,0,0,1,1,1,1,0,0,0,4,586
Adidas,Superstar,Casual,Women,US 8.5,White/Black,Leather,51.807693815858435,83.47813238656096,37.93860459652677,1,1,0,1,0,1,1,1,1,1,1,10,938
Nike,Air Max 90,Running,Men,US 8.5,White,Leather,55.08955198115017,103.81218446318053,46.93344305774724,1,3,1,0,0,0,1,0,1,1,0,6,84
Adidas,NMD_R1,Lifestyle,Women,US 7,Black/Pink,Primeknit,179.16447725729685,191.82706637386576,6.6010440319667225,3,1,0,0,0,1,1,1,1,1,1,10,64
Nike,Air Zoom Pegasus 38,Running,Men,US 11,Black,Mesh,246.82206380729957,282.7547841053834,12.708085704640675,4,3,0,1,1,1,1,1,0,1,0,8,155
Asics,Gel-Cumulus 22,Running,Women,US 8,Pink,Mesh,125.46361079263858,138.42782769563325,9.36532568545366,2,4,1,1,1,1,1,0,1,1,1,1,779
Skechers,Go Run Mojo,Running,Women,US 9.5,Grey/Pink,Mesh,243.20950102573545,268.22825816439547,9.32741289447817,4,3,0,0,0,0,0,1,1,1,1,2,945
New Balance,327,Lifestyle,Women,US 6.5,Purple,Suede/Mesh,245.7050936778281,287.85767548556595,14.643549711375162,4,3,1,0,1,1,1,1,1,1,1,8,123
Nike,Blazer Low,Lifestyle,Women,US 7.5,White,Leather,90.75329182553781,118.09218113576318,23.150465210559165,1,2,1,1,0,1,0,1,1,1,1,7,905
Converse,Pro Leather,Basketball,Women,US 8.5,White,Leather,204.6283747837343,254.51566893985233,19.60087344088332,4,4,1,1,0,0,0,1,1,1,1,10,980
Nike,Air Zoom Pegasus 38,Running,Men,US 11,Black,Mesh,246.82206380729957,279.18443520516365,11.591753449321777,4,4,1,1,0,1,0,1,1,0,0,9,334
Adidas,Ultra Boost 21,Running,Men,US 9.5,Black,Primeknit,77.84907422351904,100.69556032895719,22.688672698977122,1,4,0,1,1,0,0,1,1,0,1,2,599
New Balance,574,Casual,Women,US 9,Grey/White,Suede/Mesh,60.47100403749448,79.2754570736846,23.72039686723199,1,1,0,0,1,0,1,0,0,1,1,8,246
New Balance,FuelCell Propel v2,Running,Men,US 9,Blue/Green,Mesh,59.62856719567069,83.64938856711717,28.71607525519815,1,2,1,0,0,1,1,0,1,0,0,6,329
Adidas,NMD_R1,Lifestyle,Women,US 8,Pink,Primeknit,170.69861920867572,195.59995015905776,12.7307450386019,3,4,1,0,0,1,1,0,0,1,1,1,836
Fila,Mindblower,Fashion,Women,US 7,Pink,Leather/Synthetic,153.33967704525355,166.08822415421199,7.6757682092629755,3,1,0,1,1,0,0,1,0,1,0,4,735
Adidas,Ultraboost DNA,Running,Men,US 8.5,White,Primeknit,184.80398381175854,209.58695178882948,11.824671223827501,3,1,1,1,0,0,1,0,1,1,0,2,866
Nike,ZoomX Invincible,Running,Men,US 10.5,Blue,Mesh,79.39254191764194,107.96208270721093,26.462569147585363,1,1,1,0,1,1,1,1,0,1,1,7,605
Reebok,Nano X1,Training,Men,US 9.5,Grey,Knit,228.46049962793046,267.3700097174826,14.552683051725216,4,2,1,0,0,0,1,1,1,0,0,9,715
Fila,Spaghetti,Fashion,Men,US 9.5,White/Navy,Leather/Synthetic,80.89194944466476,117.16112883352908,30.956666046123683,1,1,0,0,1,0,1,0,0,0,0,6,202
Asics,Gel-Kayano 28,Running,Women,US 7.5,White/Pink,Mesh,151.09102358208997,189.44164979125614,20.244030946428275,2,2,1,0,0,1,1,1,1,1,0,4,340
Reebok,Classic Nylon,Casual,Women,US 8.5,Purple,Nylon,141.5399210318588,151.87446830693307,6.804664003292843,2,3,0,0,1,0,1,0,0,0,1,5,981
Asics,Gel-Kinsei OG,Running,Women,US 7.5,White/Grey,Mesh/Leather,158.15875099710888,176.86544698033032,10.57679513019966,3,1,0,0,0,0,0,1,1,0,0,1,191
Reebok,Nano 9,Crossfit,Men,US 10.5,Black,Mesh,60.39131551085369,96.85868704684795,37.6500783232339,1,4,0,1,1,0,0,0,1,1,1,4,817
Fila,Original Fitness,Casual,Women,US 8.5,White/Navy,Leather,153.80645602590974,183.16603075309962,16.02894085026355,3,1,1,0,1,0,1,0,0,1,1,10,361
Puma,Clyde All-Pro,Basketball,Men,US 10.5,Black,Leather,95.07625360135316,105.288792628087,9.699549944320971,1,3,1,0,1,0,0,0,0,0,0,3,695
New Balance,327,Casual,Men,US 9,Navy/Red,Suede/Nylon,125.81880973438724,167.99859543166014,25.10722520560068,2,3,0,0,1,0,0,0,1,0,1,9,81
Converse,Jack Purcell,Casual,Women,US 7.5,Black/White,Canvas,206.6396826597252,247.5520655913387,16.526779057118457,4,1,0,0,0,1,1,1,0,1,0,6,75
Nike,Air Max 97,Running,Men,US 11.5,Black,Leather/Synthetic,241.18376579106385,273.12053231080637,11.693286568217083,4,3,0,0,1,0,0,0,1,1,0,4,960
Converse,Jack Purcell Low,Casual,Women,US 7.5,Pink,Canvas,113.38931755822387,126.04785058927474,10.04264092713373,2,2,1,0,1,1,1,1,0,0,1,3,304
Skechers,Go Walk 6,Walking,Men,US 10.5,Black/Grey,Mesh,100.20027665246005,140.86087863376343,28.865787559809604,1,2,1,0,0,1,0,0,1,1,1,4,994
Puma,Ralph Sampson,Basketball,Men,US 11,White,Leather,104.04953842615666,137.3980819354112,24.271476748075127,2,1,0,1,1,1,1,0,0,1,1,8,784
Skechers,Equalizer 4.0,Walking,Women,US 7,Grey,Mesh,195.33419841406464,236.612597500383,17.445562714069585,3,2,0,0,0,1,0,0,1,1,0,5,105
Nike,Air Force 1,Basketball,Men,US 10,White,Leather,139.41110876128508,179.4809884571187,22.325417327087578,2,2,1,1,1,1,0,1,0,0,0,1,342
Nike,Air Force 1 '07,Basketball,Men,US 11,White,Leather,193.8707244738317,235.99080735214517,17.848187965839678,3,4,0,1,1,1,0,0,1,0,0,5,686
Vans,Slip-On,Skate,Women,US 8,Black/White,Canvas,147.11793993187956,177.83826258806457,17.274304308372592,2,1,1,1,1,1,0,0,0,1,1,8,279
Converse,Jack Purcell,Casual,Men,US 8,White,Canvas,139.10832774837817,154.72130847611876,10.091034571460114,2,3,1,0,1,1,1,1,1,0,0,4,102
Skechers,Max Cushioning,Running,Women,US 7.5,Black,Mesh,129.40300824743832,166.24930718262587,22.163279690971383,2,1,0,0,1,0,0,0,0,1,0,2,150
New Balance,Fresh Foam More v3,Running,Men,US 12,Black/Grey,Mesh,106.13664310319487,140.9555945052737,24.70207126172357,2,2,0,0,1,1,1,1,0,0,0,3,516
Nike,Air Force 1,Casual,Women,US 8,White,Leather,162.81480576670356,202.50493325466704,19.599585476789247,3,4,1,0,0,1,1,0,1,0,0,9,895
Asics,Gel-Venture 8,Trail Running,Women,US 8,Grey,Mesh,225.1766167034114,241.97185694544083,6.940989110901591,4,1,1,0,0,1,0,0,0,0,1,7,853
Puma,Calibrate Runner,Running,Men,US 10.5,Grey,Mesh,228.37442896214694,246.1734369581585,7.2302715581116175,4,1,1,0,1,0,0,0,0,1,0,3,918
Puma,Clyde All-Pro,Basketball,Men,US 9,White,Leather,232.15403232878305,277.77041301755617,16.422332455505252,4,2,1,0,1,1,1,1,1,1,1,5,316
Vans,Era,Skate,Women,US 6,Black/White,Canvas,129.31073639799263,169.30984833607545,23.62479934344142,2,2,1,0,0,0,0,0,1,1,0,3,844
Skechers,Go Walk 6,Walking,Men,US 9.5,Black,Mesh,134.52583940272183,180.85497895073473,25.61673436739226,2,1,0,0,0,1,1,0,1,0,0,10,51
Vans,Sk8-Hi,Skate,Women,US 7,Black/White,Suede/Canvas,109.87911767433624,150.2277305208931,26.858298868427173,2,2,1,0,1,1,0,0,1,1,0,4,71
New Balance,Fresh Foam More v3,Running,Women,US 9,Grey,Mesh,139.53468508208368,173.42089732169575,19.53986674209922,2,2,1,1,1,0,1,1,0,1,1,8,627
Adidas,NMD_R1,Running,Women,US 8.5,Pink,Primeknit,97.97482255118894,134.14013203230388,26.9608423170521,1,2,1,0,1,1,0,1,0,1,1,3,261
Converse,Jack Purcell,Casual,Women,US 7.5,Egret/Black,Canvas,207.78649435520146,253.35161131280185,17.984932766558643,4,2,0,0,1,0,0,1,0,1,1,3,285
